panoid	id	title	lat	lng	pitch	heading
loI_m3Jf178gWxPqDNMikw	merrial-beach-track	Merrial Beach Track	-10.47408	105.558835	2.22	197.63
keSDSJOBtcsZJZrbjoutgQ	lily-beach-1	Lily Beach	-10.466308	105.711693	2.86	18.88
BHQqtW1tCTuJXC5LkyLgkA	dolly-beach-1	Dolly Beach	-10.520641	105.675738	3.39	161.49
j7DLKf1xtsTZjGEb0KA1MQ	west-white-beach	West White Beach	-10.460865	105.579462	1.76	78.65
33_fYPkcCe6deuk3VyhK9g	the-dales	The Dales	-10.483353	105.554388	2.54	272.97
60dK0D73Z3wH8XJuEsUCkQ	greta-beach	Greta Beach	-10.50195	105.674651	10.65	14.94
y3X6XsNMpq47DV6Ma7Kguw	the-blowholes	The Blowholes	-10.514544	105.622572	0.9	140.79
wIM5VlJPTt7o7iqG-rlJqQ	ethel-beach	Ethel Beach	-10.464132	105.707699	-5.84	337.32
Klqtyc7yqUcOCCK5fhZrww	the-dales-1	The Dales	-10.478835	105.55961	-1.81	92.2
z0E0pMfUdLcXe39REnx_lQ	dolly-beach	Dolly Beach	-10.522095	105.675355	0.23	4.25
4rGEpaKXFUP1dlemOh6tIw	martin-point	Martin Point	-10.469337	105.557799	-6.06	248.09
TrqPhS3zECUlQXOTvMpYDQ	ethel-beach-1	Ethel Beach	-10.463977	105.708019	-15.01	28.47
t7cuPKkoopCjHGvQjNzEvw	boulder-track	Boulder track	-10.549466	105.638712	2.08	193.93
fqsImeBRzgmUbORQC6cd1Q	winifred-beach	Winifred Beach	-10.496783	105.546169	7.9	204.66
kgpWm1n-H_PPw36QXfVJ0Q	golf-course-lookout	Golf Course Lookout	-10.423823	105.698357	-1.58	128.77
6ar0ASl89xGt8gGoV5EtyQ	flying-fish-cove	Flying Fish Cove	-10.430159	105.668467	8.63	159.5
yAcqZ1K_RqAnVZxksMkITA	ethel-beach-2	Ethel Beach	-10.462708	105.706782	3.32	321.21
36K25w-78VGC_a0ehMtDpQ	merrial-beach-track-1	Merrial Beach Track	-10.474312	105.559443	-7.15	274.78
4_L-nULlJDYn2ekGBKHP5g	the-grotto-1	The Grotto	-10.42308	105.701954	2.7	75.87
0wGJRtTnNtPjsUnmuvSEFw	margaret-knoll-lookout	Margaret Knoll Lookout	-10.477045	105.684215	2.53	226.09
jXAuBkirV2Z6Jegs64gOgQ	lily-beach	Lily Beach	-10.466893	105.711355	-0.36	92.97
du8-ueXGwRYAAAQfCbOqfA	opal-reef-great-barrier-reef	Opal Reef, Great Barrier Reef	-16.244786	145.867467	-13.61	327.8
VXFSgeCUMWgAAAQ1mkCN1A	panggulingan-manado-tua-island-bunaken-national-park-indonesia	Panggulingan, Manado Tua Island, Bunaken National Park, Indonesia	1.649916	124.708069	-24.55	195.13
oOaQoT3zKfkAAAQIuAMWXg	champion-island-west-galapagos	Champion Island West, Galapagos	-1.235209	-90.386359	8.58	53.74
bHnfgU5wB4wAAAQvOZCAqA	bleached-coral-at-airport-reef-american-samoa-during	Bleached Coral at Airport Reef, American Samoa - During	-14.328973	-170.70172	9.74	126.83
evECSTueMhYAAAQIt--IIg	galapagos-islands-ecuador	Gal·pagos Islands, Ecuador	-1.239203	-90.385735	-7.78	-37.04
I2MBeyGDMAEAAAQfCaZWGQ	great-detached-reef-great-barrier-reef	Great Detached Reef, Great Barrier Reef	-11.737481	143.972687	4.68	145.53
i1i4NPuJaqkAAAQJOJMqGw	mary-celeste-wreck-bermuda	Mary Celeste Wreck, Bermuda	32.242052	-64.831613	-5.71	176.59
I1tvp66EI0IAAAQo8B6zgA	conception-reserve-bahamas	Conception Reserve, Bahamas	23.816335	-75.124287	-19.01	-74.33
qHWvyBntMVYAAAQYn9lLdg	christ-of-the-abyss-florida-keys	Christ of the Abyss, Florida Keys	25.124189	-80.296662	17.02	357.89
LlWBCazw4YZXBkEB7WXVqw	apo-island-philippines	Apo Island, Philippines	9.085239	123.272414	-9.21	323.03
tW9y0aUihEkAAAQo8A3lOg	big-momma-american-samoa	Big Momma, American Samoa	-14.259231	-169.500376	-5.51	18.21
nNw59vW3owAAAAQfCaaiYQ	minke-whales-on-the-ribbon-reef	Minke Whales on the Ribbon Reef	-14.865306	145.680527	20.94	27.81
691D23S_viUAAAQJKigqjA	columbia-deep-mexico	Columbia Deep, Mexico	20.311091	-87.036529	-21.27	89.38
A270w6CUOT0AAAQo8BNMdg	goffs-caye-belize	Goff's Caye, Belize	17.346146	-88.026577	8.97	-113.48
4_6RZYC2OwQAAAQvvMqT9A	dongji-habor-dongji-island-taiwan	Dongji Habor, Dongji Island, Taiwan	23.25388	119.66425	22.14	329.92
0Kw2Hl0EvkoAAAQ1mkCLsQ	batu-bolong-komodo-indonesia	Batu Bolong, Komodo, Indonesia	-8.537229	119.613738	7.23	119.9
Q7WM6yCJUkgAAAQfCbBQ-w	the-cod-hole-great-barrier-reef	The Cod Hole, Great Barrier Reef	-14.666769	145.660171	-10.83	-149.3
MGB3IbSxGxkAAAQfCa_m3w	north-broken-passage-great-barrier-reef	North Broken Passage, Great Barrier Reef	-13.921229	144.641367	-1.86	236.89
RpU1qS53fqYAAAQvOZCAqQ	dead-coral-at-airport-reef-american-samoa-after	Dead Coral at Airport Reef, American Samoa - After	-14.328973	-170.70172	-5.92	129.84
xjvFzLzJ6tMAAAQY__O9TQ	trinta-reis	Trinta Reis	-3.853401	-32.35977	-27.95	-165.16
jHkyI-1jvBgAAAQ1mkCN0g	leukan-iii-b-bunaken-national-park-indonesia	Leukan III B, Bunaken National Park, Indonesia	1.650366	124.707472	-9.64	163.35
jtYVT3loSSMAAAQ1mkCNNA	drop-off-tulamben-bali-indonesia	Drop-off, Tulamben, Bali, Indonesia	-8.278685	115.59578	-2.39	74.59
CRN_zLVPMX4AAAQZBoezQg	barretinha	Barretinha	-3.859747	-33.818022	17.55	-84.82
4p_ncfuaBCcAAAQfCZU9KA	magic-point-at-maroubra-sydney-australia	Magic Point at Maroubra, Sydney, Australia	-33.956262	151.265231	8.7	122.53
HxrsDNkN5v4AAAQ1mbUW4Q	leukan-iii-a-bunaken-national-park-indonesia	Leukan III A, Bunaken National Park, Indonesia	1.602118	124.766276	1.72	157.97
-UI9c2dJnSZQ/WtLuQLA5jpI/AAAAAAAABtg/1My_1Kx3ieIAhL-YfkkPrdgvhK29fjaJACJkCGAYYCw	crazy-corals-palmyra-atoll-usa	Crazy Corals, Palmyra Atoll, USA	5.885904	-162.12561	16.89	339.8
89XWOLQWo-0AAAQo8BNZPQ	jessie-beazley-reef-philippines	Jessie Beazley Reef, Philippines	9.043864	119.819872	2.55	55.08
Eo_zoVu545QAAAQ1mbVqIA	timor-ii-bunaken-national-park-indonesia	Timor II, Bunaken National Park, Indonesia	1.618098	124.781914	12.23	256.27
w3HFBxZBYgEAAAQfCamUng	ribbon-reef-10-great-barrier-reef	Ribbon Reef 10, Great Barrier Reef	-14.920139	145.700062	-13.83	62.97
R8sNWiq8ivUAAAQfCafEzw	agincourt-reef-great-barrier-reef	Agincourt Reef, Great Barrier Reef	-16.032	145.858452	12.14	142.02
QAtnj9cBZMIAAAQ1mbUY6A	alung-banua-bunaken-national-park-indonesia	Alung Banua, Bunaken National Park, Indonesia	1.617961	124.763184	22.7	165.41
BkdB6EozuJAAAAQfCT6AEg	the-liberty-wreck-bali	The Liberty Wreck, Bali	-8.274153	115.592694	-5.92	38.27
r2eHt-7l-E8AAAQvvMJI1g	hong-chai-kenting-national-park-taiwan	Hong Chai, Kenting National Park, Taiwan	21.953572	120.710359	6.43	63.11
O0oyAipSIuwAAAQo8CURLQ	ile-vache-marine-chagos-british-indian-ocean-territory	Ile Vache Marine, Chagos, British Indian Ocean Territory	-5.427774	71.828873	-6.55	79.86
YmDT6YQVQB4AAAQo8BSQfA	batu-rufus-indonesia	Batu Rufus, Indonesia	-0.565927	130.284558	-16.72	-99.18
guLU5aLat3EAAAQo8A3m3g	wishbone-reef-great-barrier-reef-australia	Wishbone Reef, Great Barrier Reef, Australia	-12.100353	143.964604	2.19	-150.5
KMZFwPjuoV4AAAQvvMQdwg	nuclear-outlet-kenting-national-park-taiwan	Nuclear Outlet, Kenting National Park, Taiwan	21.930845	120.745026	4.4	28.6
cOL-iUx3ahIAAAQfCaVPcg	saunders-reef-great-barrier-reef	Saunders Reef, Great Barrier Reef	-11.50642	144.094259	6.19	309.5
rfgb-QoM16gAAAQY_-2qjg	canal-da-sela-ginete	Canal da Sela Ginete	-3.825792	-32.396424	-8.89	318.37
0BfZzXj4ofkAAAQ1mkCNEw	bangka-island-indonesia	Bangka Island, Indonesia	-2.203373	106.317614	3.06	24.96
ZKx4Webt5D8AAAQ1mkCNAA	fukui-bunaken-national-park-indonesia	Fukui, Bunaken National Park, Indonesia	1.611651	124.739282	14.58	302.13
ISi7_KaCP9AAAAQvvMPTMg	three-rock-green-island-taiwan	Three Rock, Green Island, Taiwan	22.639565	121.490911	0.11	176.32
-v632Sj0Bj4Q/WtL66EUcmSI/AAAAAAAAByU/tXwH3wN8NvIsObKhy6WjSkqAaQMqnw0OgCJkCGAYYCw	eastern-terrace-palmyra-atoll-usa	Eastern Terrace, Palmyra Atoll, USA	5.873818	-162.030579	-6.66	356.6
2F9oyDH7G4QAAAQo8BVSfQ	rarotonga-cook-islands	Rarotonga, Cook Islands	-21.203982	-159.837009	4.7	-12.09
c-N33qy0ARYAAAQo8BVRWw	eastpoint-curacao	Eastpoint, Curacao	12.040028	-68.745808	0.81	-31.49
AMH56BOdHkwAAAQo8A2zQQ	mayreau-hot-springs-st-vincent-the-grenadines	Mayreau Hot Springs, St Vincent & the Grenadines	12.627667	-61.378149	-2.27	-121.09
cmtO1N168FUAAAQo8BSRvw	tafeu-cove-american-samoa	Tafeu Cove, American Samoa	-14.253016	-170.689206	12.82	-130.9
jXHWC4J6OFoAAAQIt__89A	outer-devils-crown-galapagos	Outer Devil's Crown, Galapagos	-1.215438	-90.422675	-18.79	71.51
-eX6Fw1Yv2tI/WtMiyXR386I/AAAAAAAACLQ/QzaWVS8QVws26YI8ttWU2KWWsZ8n3kstgCJkCGAYYCw	the-channel-palmyra-atoll-usa	The Channel, Palmyra Atoll, USA	5.872685	-162.111947	1.43	0.14
CWskcsTEZBNXaD8gG-zATA	heron-island-great-barrier-reef	Heron Island, Great Barrier Reef	-23.442896	151.906584	15.08	-36.46
ImMXBDE1VjoAAAQo8A3muA	crystal-bay-indonesia	Crystal Bay, Indonesia	-8.715413	115.457015	12.26	-32.96
-BIL47kOVhFc/WtMNu0mPHYI/AAAAAAAACBs/fUGtT-Ag0JobVNE84ia2bLc9qcXUSvq5QCJkCGAYYCw	mega-jacks-palmyra-atoll-usa	Mega Jacks, Palmyra Atoll, USA	5.864789	-162.14032	1.48	334.37
OVcXoRMps8gAAAQo8B44Sw	black-rock-chimneys-cook-islands	Black Rock Chimneys, Cook Islands	-21.203579	-159.825158	-9.57	-99.66
XZPZKMpNSHQAAAQY_zHM2Q	buraco-das-cabras	Buraco das Cabras	-3.816245	-32.388429	-35.84	-127.18
HZnu2cXd9P4AAAQJKf3YLg	larvotto-marine-reserve-monaco	Larvotto Marine Reserve, Monaco	43.744706	7.434739	-24.1	6.42
N71STQcgRZEAAAQfCadA5A	lizard-island-great-barrier-reef	Lizard Island, Great Barrier Reef	-14.685821	145.442162	-7.32	163.93
0n35W7TznTa2w83k3q1O-A	lady-elliot-island-great-barrier-reef	Lady Elliot Island, Great Barrier Reef	-24.117052	152.709842	-8.91	0.45
zoy2H7SBTNQAAAQ3kNTImg	agariushi-gahi-island-zamami-okinawa-japan	Agariushi / Gahi Island, Zamami, Okinawa, Japan	26.21729	127.310158	6.79	292.83
TNE1NPAnEUNYhGk9kFWyJw	wilson-island-great-barrier-reef	Wilson Island, Great Barrier Reef	-23.303391	151.914955	18.96	287.37
i7aSQ7Rj5BkAAAQo8BL04A	jacques-cousteau-park-guadeloupe	Jacques Cousteau Park, Guadeloupe	16.16657	-61.788135	16.84	-194.57
8KOiFEdDTzcAAAQo8B5_MA	nudis-retreat-indonesia	Nudi's Retreat, Indonesia	1.486096	125.24151	-3.38	-30.48
8ysK3EnZDLAAAAQo8BK0XA	shoal-bay-anguilla	Shoal Bay, Anguilla	18.250813	-63.046677	-7.24	-190.14
J67g8IADDUUAAAQWx3Mt6g	tubbataha-reefs-natural-park-philippines-a-world-heritage-marine-site	Tubbataha Reefs Natural Park, Philippines - A World Heritage Marine Site	8.93619	120.008698	0.0	0.0
65J_H91M2GQAAAQ1mbXUHA	keruo-raja-ampat-indonesia	Keruo, Raja Ampat, Indonesia	-0.590615	130.297104	2.57	303.63
uCLLVGXNnIIAAAQo8B6gTA	cheeca-rocks-florida-keys-usa	Cheeca Rocks, Florida Keys, USA	24.904503	-80.616652	16.82	135.17
U5OACYt--5UAAAQfCbAC4A	norman-reef-great-barrier-reef	Norman Reef, Great Barrier Reef	-15.336161	145.784792	18.28	86.68
YXDxyvMLznYAAAQvvMSgjg	big-mushroom-coral-green-island-taiwan	Big Mushroom Coral, Green Island, Taiwan	22.656708	121.472759	-28.4	244.99
-B9QB9uDiTR8/WtMBeIztMnI/AAAAAAAAB2o/m66_rC25muQXgfoAihUAvxaQpgjP1p3kgCJkCGAYYCw	holei-palmyra-atoll-usa	Holei, Palmyra Atoll, USA	5.866448	-162.067535	0.01	322.36
_HKq3kJG3NNXV9ElI9J8Wg	hanuma-bay-hawaii	Hanuma Bay, Hawaii	21.269602	-157.695598	-21.76	288.77
ByV4feOfB24AAAQWx3MuEw	belize-barrier-reef-reserve-system-belize-a-world-heritage-marine-site	Belize Barrier Reef Reserve System, Belize - A World Heritage Marine Site	17.204902	-87.544919	0.0	154.37
CBQIyPaY6qoAAAQJOJIv_g	south-west-breaker-bermuda	South West Breaker, Bermuda	32.229824	-64.865743	-1.2	5.07
HvlSNSR-TqcAAAQZA8wKrg	pedras-secas	Pedras Secas	-3.849416	-32.375382	-17.03	18.76
UkMOWxk8uOwAAAQYn9E0Tw	camp-cove-sydney-australia	Camp Cove, Sydney, Australia	-33.838753	151.279003	-5.26	132.2
UC39RZSwIhYAAAQfCbAHrw	osprey-reef-coral-sea	Osprey Reef, Coral Sea	-13.805452	146.572458	-9.11	329.14
JgBnQqLQL9oAAAQY_-2vtg	pedras-secas-1	Pedras Secas	-3.853401	-32.35977	-28.78	75.58
xXFiD1jApxEAAAQfCaZacg	st-crispins-reef-great-barrier-reef	St. Crispins Reef, Great Barrier Reef	-16.074063	145.849884	-17.34	15.07
F9WQPrxtIZAAAAQvOZCApw	airport-reef-american-samoa	Airport Reef, American Samoa	-14.328972	-170.70172	5.36	126.41
y4xmPowXFAwAAAQo8BK0fw	conch-reef-florida-keys-usa	Conch Reef, Florida Keys, USA	24.948633	-80.457102	-2.82	141.36
bUMe-0jUcKwAAAQo8BNNGg	molasses-reef-florida-keys-usa	Molasses Reef, Florida Keys, USA	25.01081	-80.371755	-5.05	86.01
_BJNwBCNOG0AAAQ1mbVp-w	tatawa-kecil-komodo-indonesia	Tatawa Kecil, Komodo, Indonesia	-8.53004	119.62723	10.63	221.71
JTkIzW2WgsAAAAQJOJIx9A	emilys-pinnacles-bermuda	Emily's Pinnacles, Bermuda	32.235303	-64.848371	11.7	133.78
ub5horFd96IAAAQo8BOAcw	pue-coral-gardens-cook-islands	PUE Coral Gardens, Cook Islands	-21.201181	-159.771712	-2.72	33.9
sSq-VIcUk44AAAQIuBPgEw	gordons-rocks-galapagos	Gordon's Rocks, Galapagos	-0.56636	-90.140866	16.54	336.2
qNdp5An46X4AAAQo8DgX-Q	nelson-island-outside-chagos	Nelson Island Outside, Chagos	-5.683498	72.325919	1.45	-205.85
-FNgcpMiGMmA/WtLoAP9cojI/AAAAAAAABpc/F0fbcUIn11cE7FBugbkVAnhtdW4sQ2SsgCJkCGAYYCw	coral-gardens-palmyra-atoll-usa	Coral Gardens, Palmyra Atoll, USA	5.885806	-162.060135	0.0	0.0
BuUj3XpvoHMAAAQvxZ_Frg	nishibama-aka-island-okinawa-japan	Nishibama, Aka Island, Okinawa, Japan	26.202737	127.289096	-0.62	353.97
rg0asV_oRCMAAAQfCgYfQw	bare-island-at-botany-bay-sydney-australia	Bare Island at Botany Bay, Sydney, Australia	-33.990982	151.231871	12.59	124.42
dor33dyWZuEAAAQfCarXFw	tydeman-reef-great-barrier-reef	Tydeman Reef, Great Barrier Reef	-13.97303	144.501376	3.19	14.94
Xk3PTRey91IAAAQo8BOAhw	penguin-reef-marovo-lagoon-solomon-islands	Penguin Reef, Marovo Lagoon, Solomon Islands	-8.642731	157.792725	-5.53	91.84
VPuMOxzwrSsAAAQo8A2zag	parrot-cay-turks-and-caicos	Parrot Cay, Turks and Caicos	21.888337	-72.110069	-12.93	-137.09
PkL4Nl8xqLgAAAQJOJI4ug	north-east-breaker-bermuda	North East Breaker, Bermuda	32.483174	-64.68519	-1.52	307.36
4fJ7TBFMRUAAAAQo8A3pPA	klein-bonaire-bonaire	Klein Bonaire, Bonaire	12.158348	-68.292276	56.69	140.38
fkly5Z8eOisAAAQJKij6rA	roche-saint-nicholas-monaco	Roche Saint Nicholas, Monaco	43.730259	7.42615	-29.01	-59.78
fnOdzQxUHHYAAAQZA7KePg	buraco-do-inferno	Buraco do Inferno	-3.808579	-32.38082	-21.77	9.67
HQSORBv7gGwAAAQYfefWPA	shelly-beach-australia	Shelly Beach, Australia	-33.893774	151.282125	11.91	-1.01
vEf0CFo4CuwAAAQ3kCx-mA	giant-potato-nagura-bay-ishigaki-okinawa-japan	Giant Potato, Nagura Bay, Ishigaki, Okinawa, Japan	24.399209	124.117781	-17.95	343.26
5LqC-QwqB9MAAAQ3j-UCsA	taketomi-south-shark-home-taketomi-okinawa-japan	Taketomi-south Shark Home, Taketomi, Okinawa, Japan	24.284623	124.078206	3.76	163.61
Lf6HqyfWjE8AAAQJKicbuA	santa-rosa-wall-mexico	Santa Rosa Wall, Mexico	20.384649	-87.033382	-1.05	-40.59
A08Ds_nlWEYAAAQo8BK0qw	the-coral-nursery-florida-keys-usa	The Coral Nursery, Florida Keys, USA	24.982278	-80.435951	-0.22	7.23
Opkrb1YlCSsAAAQo8BTrbA	cape-kri-raja-ampat-indonesia	Cape Kri, Raja Ampat, Indonesia	-0.556114	130.690997	-25.81	189.81
Hti_9WyDRQEAAAQo8BVSZw	the-channel-at-rose-atoll-american-samoa	The Channel at Rose Atoll, American Samoa	-14.532561	-168.157118	22.63	89.39
Cf5AJUX1sxsAAAQIuALnuA	devils-crown-galapagos	Devil's Crown, Galapagos	-1.216466	-90.42215	-7.74	332.02
GbPknZsddS4AAAQfCaRxVg	yongala-shipwreck-great-barrier-reef-a-world-heritage-marine-site	Yongala Shipwreck, Great Barrier Reef - A World Heritage Marine Site	-19.294378	147.618642	37.22	169.94
UdEC4SK7YHoAAAQo8CRvqA	muli-kandu-maldives	Muli Kandu, Maldives	2.927715	73.590414	5.3	-55.94
tuQ-hEzC6zUAAAQfCa96Bg	knife-reef-great-barrier-reef	Knife Reef, Great Barrier Reef	-18.585523	147.564247	-8.11	97.42
X_B_-8zSFJEAAAQ3j-S-dw	yonaguni-monument-yonaguni-okinawa-japan	Yonaguni Monument, Yonaguni, Okinawa, Japan	24.435919	123.011134	0.23	308.06
8UsESQHXvgEAAAQo8BTjdA	french-reef-restoration-area-florida-keys-usa	French Reef Restoration area, Florida Keys, USA	25.034703	-80.347655	-5.5	350.34
h4Lxx78eEMwAAAQfCaeLfg	tijou-reef-great-barrier-reef	Tijou Reef, Great Barrier Reef	-13.069386	143.945836	19.21	34.15
3Z3w2T6_hmoAAAQ3kNTIsQ	milky-way-submarine-sekisei-lagoon-ishigaki-okinawa-japan	Milky Way / Submarine, Sekisei Lagoon, Ishigaki, Okinawa, Japan	24.300251	124.08625	-20.22	300.21
hvJbgfc-HtoAAAQfCaR8Mw	myrmidon-reef-great-barrier-reef	Myrmidon Reef, Great Barrier Reef	-18.246795	147.386806	-35.64	60.58
-_yDMOFMmI5s/WtMWPzs_ZJI/AAAAAAAACGc/X12WPiiWCW8AuLYAbotItkDlNf9PUMzUQCJkCGAYYCw	penguin-spit-palmyra-atoll-usa	Penguin Spit, Palmyra Atoll, USA	5.87155	-162.110352	-6.68	308.03
LsO4J0pnJykAAAQvxYepNQ	yamada-point-onna-okinawa-japan	Yamada Point, Onna, Okinawa, Japan	26.441502	127.790058	42.79	163.69
lPyiGgUoIoQAAAQo8A3mlQ	fagatele-bay-american-samoa	Fagatele Bay, American Samoa	-14.362834	-170.76192	-19.05	347.6
im8onoFLRF4AAAQJKihqqg	underwater-museum-isla-mujeres	Underwater Museum, Isla Mujeres	21.201706	-86.727419	5.41	-37.12
HmAzFa5H7IEAAAQIt-rwjQ	champion-island-east-galapagos	Champion Island East, Gal·pagos	-1.238894	-90.384239	-1.65	318.85
9FLTjY6Fp8kAAAQYn9bRYA	coral-restoration-nursery-florida-keys-united-states-of-america	Coral Restoration Nursery, Florida Keys - United States of America	24.981238	-80.437142	-8.45	-32.22
a8Yrb0m7fbEAAAQo8BRK7g	freeport-grand-bahama	Freeport, Grand Bahama	26.488173	-78.657134	17.49	152.61
GFwh75SkDaEAAAQfCZXXmw	manlys-fairy-bower-sydney-australia	Manly's Fairy Bower, Sydney, Australia	-33.802112	151.302226	6.77	315.47
xq5H2tvkw_AAAAQJLmg-7A	whale-sharks-at-isla-contoy-mexico	Whale Sharks at Isla Contoy, Mexico	21.479702	-86.632599	12.75	53.32
3keLwG0w2s4AAAQJOJIuOg	hourglass-reef-bermuda	Hourglass Reef, Bermuda	32.347161	-64.6499	-6.27	353.61
_hAA80D2fTwAAAQY__QulA	barretao	Barretao	-3.855009	-33.805566	-25.34	-67.98
quhT5iZrWgYAAAQo8CCbuw	cozumel-mexico	Cozumel, Mexico	20.338045	-87.027587	9.32	74.97
d40k2t7tr1IAAAQo8BSSig	mantis-reef-great-barrier-reef-australia	Mantis Reef, Great Barrier Reef, Australia	-12.209887	143.947125	45.05	129.21
H1YaUW2N5KEAAAQvvMjsZw	da-bai-sha-green-island-taiwan	Da Bai Sha, Green Island, Taiwan	22.638232	121.490526	41.2	36.64
CqdvOyE6FS8AAAQo8BNNBw	benwood-wreck-florida-keys-usa	Benwood Wreck, Florida Keys, USA	25.052668	-80.332617	10.21	109.79
906PVx9-uc4AAAQo8A2x0g	ss-antilla-shipwreck-aruba	SS Antilla Shipwreck, Aruba	12.601959	-70.058343	-26.41	-187.72
qNwTqXrs_oQAAAQ3kNTIjQ	aharen-beach-tokashiki-okinawa-japan	Aharen Beach, Tokashiki, Okinawa, Japan	26.168867	127.343795	8.66	38.09
7ePtaU-J5VgAAAQY_-1eRw	angel-fish-island	Angel Fish Island	-3.860473	-32.400224	-6.08	-6.7
-xeZLz065n5Q/WtMIL-CzNFI/AAAAAAAAB9A/rotY23Hs58YthhlITPGtAmqIQ4579ORWwCJkCGAYYCw	jurassic-park-palmyra-atoll-usa	Jurassic Park, Palmyra Atoll, USA	5.858315	-162.101257	0.0	0.0
OQzk-FbkFS8AAAQo8CMOnw	indonur-wreck-karimun-jawa-island-indonesia	Indonur Wreck, Karimun Jawa Island, Indonesia	-5.782197	110.461553	9.03	42.13
ERHFmJaiX0IAAAQo8BRZ2Q	jaco-island-timor-leste	Jaco Island, Timor Leste	-8.441477	127.312285	5.32	-195.74
-TajflduMK-E/WtGCHQrxKZI/AAAAAAAABfM/ftFHkQwsyZYv73yPinaj2KQ7L0dH1Bz6wCJkCGAYYCw	melon-headed-whales-palmyra-atoll-usa	Melon headed whales, Palmyra Atoll, USA	5.859013	-162.104696	0.09	0.6
2Qgb_CbIDQgAAAQo8BKy5w	horseshoe-bay-bermuda	Horseshoe Bay, Bermuda	32.244589	-64.822922	19.4	-15.93
FUMjYMh38n_EitPWdt70RA	molokini-crater-hawaii	Molokini Crater, Hawaii	20.634702	-156.497456	3.98	96.19
MsYwoi2mM9QAAAQYn9Gl5w	aquarius-reef-base-florida-keys-united-states-of-america	Aquarius Reef Base, Florida Keys - United States of America	24.950493	-80.454069	-9.74	131.34
Ri71LYeNvGsAAAQW4U3bQQ	komodo-islands	Komodo Islands	-8.737039	119.412259	-10.39	228.56
fCSi1nwT1CcAAAQJKhikVQ	sian-kaan-mexico-a-world-heritage-marine-site	Sian Ka'an, Mexico- A World Heritage Marine Site	19.80471	-87.4313	-30.12	87.75
Zuzztl_0FOwAAAQo8DeUPw	moresby-island-inside-chagos-british-indian-ocean-territory	Moresby Island Inside, Chagos, British Indian Ocean Territory	-5.243066	71.825168	-10.56	159.66
ALm9TJ7LTEQYBjUTPqzfPA	home-island	Home Island	-12.112175	96.888959	-3.53	356.02
mbG8a0VSaFFuJPzKvFr0hQ	direction-island	Direction Island	-12.0911	96.885288	-7.77	150.32
N0Ch1-_2G-1dQmSgO4T7hw	west-island	West Island	-12.196077	96.863094	10.01	146.19
DfA3HVGaaoF7wkW1iNMpzA	cocos-lagoon	Cocos Lagoon	-12.192331	96.859568	3.36	40.24
eOTVX4W5_3IyLEeLmzSuiw	horsburgh-island	Horsburgh Island	-12.081945	96.845105	0.42	341.36
KG8cBCjK5dnU1Zj1aulGSQ	cocos-airport	Cocos Airport	-12.193344	96.834912	-8.16	341.97
x3Lvzkp5E3IAAAQvxbvJig	flos-v8-cafe-disney-california-adventure	Flo's V8 Cafe, Disney California Adventure	33.805489	-117.91909	0.99	299.31
-pC8d1p1b4sAAAQvxcA0pQ	disneys-candy-cauldron-disney-springs	Disney's Candy Cauldron, Disney Springs	28.370214	-81.520152	-15.33	168.48
Xm5XmuM-LRAAAAQ7LvNshg	cookes-of-dublin-disney-springs	Cooke's of Dublin, Disney Springs	28.371172	-81.517441	-8.71	218.93
xY-92b3QB95onQcJ2zMl3g	epcot-theme-park	Epcot Theme Park	28.37577	-81.549377	-41.25	176.85
6s0T5DCkQk8AAAQvxb8ARg	ariels-grotto-disney-california-adventure	Ariel's Grotto, Disney California Adventure	33.805444	-117.920868	-29.69	222.06
90S4_pAn2HNXOtnOk38xhA	d-luxe-burger-disney-springs	D-Luxe Burger, Disney Springs	28.370341	-81.517549	6.28	205.93
5eB6RznHD-0AAAQ3iSj1AA	the-star-trader-disneyland	The Star Trader, Disneyland	33.811897	-117.917392	-15.89	167.12
Ronh0jzs7YMAAAQvxd3eXw	anna-and-elsas-boutique-downtown-disney	Anna and Elsa's Boutique, Downtown Disney	33.808781	-117.922571	-10.64	206.29
6YdpWFc_7GoAAAQvvK1-qQ	catal-restaurant-downtown-disney	Catal Restaurant, Downtown Disney	33.808853	-117.922786	-5.08	0.33
8UXwZCcWkhMAAAQ7LvJpwg	nine-dragons-epcot	Nine Dragons, Epcot	28.370081	-81.546761	11.88	29.74
YOpgBe76qxAAAAQvxce2LQ	the-art-of-shaving-disney-springs	The Art of Shaving, Disney Springs	28.370908	-81.518366	-3.26	132.56
teqA8-LqEcsAAAQvvKMAyw	naples-ristorante-e-pizzeria-downtown-disney	Naples Ristorante e Pizzeria, Downtown Disney	33.808835	-117.921893	0.0	0.0
5AXERUHlN6IAAAQvxa0vvA	morimoto-asia-2nd-level-disney-springs	Morimoto Asia 2nd Level, Disney Springs	28.370978	-81.517937	4.18	157.15
I4AHc_9_9ioAAAQ3j7CRJA	mark-twain-riverboat-disneyland	Mark Twain Riverboat, Disneyland	33.812258	-117.920452	-8.47	273.36
Rd6gMZ9c1fAAAAQ1t0DU9w	cirque-du-soleil-la-nouba-disney-springs	Cirque Du Soleil - La Nouba, Disney Springs	28.3709	-81.52281	-5.16	248.76
tahvF1EmDdgAAAQvvKIBoA	napolini-downtown-disney	Napolini, Downtown Disney	33.808872	-117.922299	-8.15	16.59
